Sensor Position (Degrees)	Light Intensity (Volts)
182.80000	0.01348
182.80000	0.02492
182.80000	0.10240
182.80000	0.44421
182.80000	0.32405
182.80000	0.04247
182.80000	0.01316
182.80000	0.00865
182.80000	0.00526
182.80000	0.00897
182.80000	0.01155
182.80000	0.02508
182.80000	0.02186
182.80000	0.00752
182.80000	0.00736
182.80000	0.00945
182.80000	0.00784
182.80000	0.01139
182.80000	0.00994
182.80000	0.00607
182.80000	0.00929
182.80000	0.01026
182.80000	0.00575
182.80000	0.01010
182.80000	0.00832
182.80000	0.00945
182.80000	0.00816
182.80000	0.00736
182.80000	0.01010
182.80000	0.00994
182.80000	0.01847
182.80000	0.03635
182.80000	0.33145
182.80000	0.75735
182.80000	0.77137
182.80000	0.16763
182.80000	0.02057
182.80000	0.00768
182.80000	0.00881
182.80000	0.00913
182.80000	0.01219
182.80000	0.00849
182.80000	0.01203
182.80000	0.01219
182.80000	0.10433
182.80000	0.55230
182.80000	0.03555
182.80000	0.00881
182.80000	0.00897
182.80000	0.00800
182.80000	0.01139
182.80000	0.00897
182.80000	0.01106
182.80000	0.00897
182.80000	0.01702
182.80000	0.03361
182.80000	0.06970
182.80000	0.39073
182.80000	0.69099
182.80000	0.75848
182.80000	0.46241
182.80000	0.17698
182.80000	0.55504
182.80000	0.75945
182.80000	0.44453
182.80000	0.33838
182.80000	0.34289
182.80000	0.34644
182.80000	0.36657
182.80000	0.37462
182.80000	0.42247
182.80000	0.46886
182.80000	0.62801
182.80000	0.72143
182.80000	0.74399
182.80000	0.74415
182.80000	0.73947
182.80000	0.73690
182.80000	0.73819
182.80000	0.72627
182.80000	0.72031
182.80000	0.71870
182.80000	0.71886
182.80000	0.72176
182.80000	0.71966
182.80000	0.71789
182.80000	0.71853
182.80000	0.71773
182.80000	0.71435
182.80000	0.71982
182.80000	0.71741
182.80000	0.71467
182.80000	0.71628
182.80000	0.71628
182.80000	0.71257
182.80000	0.71563
182.80000	0.71322
182.80000	0.70178
182.80000	0.71902
182.80000	0.71322
182.80000	0.71048
182.80000	0.71209
182.80000	0.71515
182.80000	0.71112
182.80000	0.70694
182.80000	0.70903
182.80000	0.70436
182.80000	0.69969
182.80000	0.70613
182.80000	0.73190
182.80000	0.71274
182.80000	0.73158
182.80000	0.74543
182.80000	0.76235
182.80000	0.75268
182.80000	0.73561
182.80000	0.74092
182.80000	0.78168
182.80000	0.78732
182.80000	0.79569
182.80000	0.81454
182.80000	0.80326
182.80000	0.82936
182.80000	0.82549
182.80000	0.84015
182.80000	0.85239
182.80000	0.87092
182.80000	0.91554
182.80000	0.92230
182.80000	0.94953
182.80000	0.96032
182.80000	0.96950
182.81667	1.00655
182.81667	0.99559
182.81667	1.01428
182.81667	1.02411
182.85000	1.01009
182.90000	1.18197
182.93333	1.30149
182.96667	1.44775
183.01667	1.46692
183.06667	1.34418
183.11667	1.09965
183.18333	0.78603
183.25000	0.37897
183.30000	0.11963
183.35000	0.05278
183.38333	0.03474
183.41667	0.02943
183.45000	0.02910
183.48333	0.02701
183.48333	0.02814
183.50000	0.02701
183.50000	0.02556
183.50000	0.02798
183.50000	0.02782
183.50000	0.02878
183.50000	0.02733
183.50000	0.02604
183.50000	0.02733
183.50000	0.02620
183.50000	0.02701
183.50000	0.02637
183.50000	0.02604
183.50000	0.02347
183.50000	0.02572
183.50000	0.02459
183.50000	0.02363
183.50000	0.02540
183.50000	0.02701
183.50000	0.02814
183.50000	0.02524
183.50000	0.02749
183.50000	0.02765
183.50000	0.03007
183.50000	0.02669
183.50000	0.02733
183.50000	0.02749
183.50000	0.02637
183.50000	0.03039
183.50000	0.02814
183.50000	0.02943
183.50000	0.03104
183.50000	0.02878
183.50000	0.02765
183.50000	0.02894
183.50000	0.02862
183.50000	0.02862
183.50000	0.02604
183.50000	0.02314
183.50000	0.02669
183.50000	0.02685
183.50000	0.03072
183.50000	0.02943
183.50000	0.03088
183.50000	0.03281
183.50000	0.03152
183.50000	0.03152
183.50000	0.38429
183.50000	1.22723
183.50000	1.73673
183.50000	1.80471
183.50000	1.84627
183.50000	1.84402
183.50000	2.08193
